camis,dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,critical_flag,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,violation_code,violation_description,score,grade,grade_date
41109381,DOMINO'S,Manhattan,2554,ADAM CLAYTON POWELL JR BOULEVARD,,2122831100,Pizza,2023-04-10T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",16.0,,
50104966,LAMBDA LOUNGE,Manhattan,2256,ADAM CLAYTON POWELL JR BOULEVARD,,3478984898,Other,2023-04-22T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,0.0,0.0,,,,,1.0,,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,10.0,A,2023-04-22T00:00:00.000
50077763,HARLEM HOPS,Manhattan,2268,ADAM CLAYTON POWELL JR BOULEVARD,,6469983444,American,2022-06-02T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",23.0,,
40958170,SOHO HOUSE,Manhattan,2935,9 AVENUE,,2126279800,American,2023-04-21T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",20.0,,
50047418,CHEZ MATY ET SOKHNA,Manhattan,2249,ADAM CLAYTON POWELL JR BOULEVARD,,2123685005,African,2025-01-28T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",42.0,C,2025-01-28T00:00:00.000
41543970,PAUSE CAFE,Manhattan,3,CLINTON SREET,,2126775415,Middle Eastern,2022-02-28T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",42.0,C,2022-02-28T00:00:00.000
50118163,Hello Vietpho,Manhattan,63A,READE ST,10007,9173883038,Asian/Asian Fusion,2022-11-25T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,40.714964756165,-74.006550805631,101.0,1.0,2100.0,,1.0,MN24,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",12.0,A,2022-11-25T00:00:00.000
50122709,CARIBBEAN KRAVE,Manhattan,1980,ADAM CLAYTON POWELL JR BOULEVARD,,6463559905,Caribbean,2023-05-26T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,0.0,0.0,,,,,1.0,,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",12.0,A,2023-05-26T00:00:00.000
50043566,ROW HOUSE,Manhattan,2128,FREDERICK DOUGLASS BOULEVARD,,2122560019,American,2023-08-16T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",21.0,B,2023-08-16T00:00:00.000
41543970,PAUSE CAFE,Manhattan,3,CLINTON SREET,,2126775415,Middle Eastern,2022-08-29T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,03I,"Juice packaged on premises with no or incomplete label, no warning statement",54.0,,
41543970,PAUSE CAFE,Manhattan,3,CLINTON SREET,,2126775415,Middle Eastern,2022-09-27T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",12.0,A,2022-09-27T00:00:00.000
50098716,EATALY NY LLC (KIOSK),Manhattan,999,BROADWAY,,3124685154,Pizza,2024-08-21T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",12.0,A,2024-08-21T00:00:00.000
40825908,POLANCO RESTAURANT BBQ,Manhattan,2421,ADAM CLAYTON POWELL JR B,,2128621090,Latin American,2022-02-09T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10H,Proper sanitization not provided for utensil ware washing operation.,20.0,,
50127927,JUST LORRAINE'S PLACE TWO,Manhattan,2247,ADAM CLAYTON POWELL JR BOULEVARD,,2122340720,American,2024-12-03T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04L,Evidence of mice or live mice in establishment's food or non-food areas.,37.0,,
50155354,DRAGON 109 CHINESE RESTAURANT,Manhattan,1003A,COLUMBUS AVE,10025,9173610786,Chinese,2025-02-18T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,40.801355201243,-73.96133023214,107.0,7.0,19300.0,,1.0,MN09,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",34.0,N,
50155354,DRAGON 109 CHINESE RESTAURANT,Manhattan,1003A,COLUMBUS AVE,10025,9173610786,Chinese,2025-02-18T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,40.801355201243,-73.96133023214,107.0,7.0,19300.0,,1.0,MN09,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",34.0,N,
40932307,FIDDLESTICKS,Manhattan,5456,GREENWICH AVENUE,,2124630516,American,2022-03-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",13.0,A,2022-03-23T00:00:00.000
50119329,DD SOUP DUMPLING,Manhattan,321A,W 42ND ST,10036,2127571820,Asian/Asian Fusion,2024-09-09T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Second Compliance Inspection,40.757582509966,-73.990618678955,104.0,3.0,12100.0,,1.0,MN15,04M,Live roaches in facility's food or non-food area.,27.0,,
41600160,STARBUCKS,Manhattan,11011109,AVENUE OF THE AMERICAS,,2123823917,Coffee/Tea,2024-12-06T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04D,"Food worker/food vendor does not wash hands thoroughly after using the toilet, or after coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands or does not change gloves when required; Worker fails to refrain from smoking or being fully clothed in clean outer garments.",19.0,,
50106100,Root JuIcery of Harlem,Manhattan,2073,FRDRCK DGLS BLVD,,9149208866,"Juice, Smoothies, Fruit Salads",2023-08-29T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,50.0,,
41585053,REGGAE SUN DELIGHTS NATURAL JUICE BAR,Manhattan,227229,WEST 145 STREET,,3474726265,"Juice, Smoothies, Fruit Salads",2024-04-09T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04L,Evidence of mice or live mice in establishment's food or non-food areas.,28.0,,
41470133,COTTON CLUB,Manhattan,664,WEST  125 STREET,10027,2126637980,American,2018-06-28T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.817265947977,-73.959745753562,109.0,7.0,21900.0,,1.0,MN06,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",20.0,,
50047192,TROPICAL GRILL RESTAURANT,Manhattan,2145-2151,ADAM CLAYTON POWEL BLVD,,2125310233,Latin American,2024-08-13T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",12.0,A,2024-08-13T00:00:00.000
40720858,PIER SIXTY ONE-THE LIGHTHOUSE,Manhattan,0,CHELSEA PIERS - PIER 61,,2123366146,American,2022-11-16T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,09C,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",12.0,A,2022-11-16T00:00:00.000
50034742,BLUJEEN,Manhattan,2143,FREDERICK DOUGLASS BOULEVARD,,2122561073,American,2017-06-22T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",24.0,,
50088988,CITY ONE,Manhattan,2726,FREDERICK DOUGLASS BOULEVARD,,2123688818,Chinese,2023-08-31T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",15.0,B,2023-08-31T00:00:00.000
41438319,CENTRAL PARK TENNIS SNACK BAR,Manhattan,0,WEST 96 STREET,,2123160800,Coffee/Tea,2022-05-05T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,5.0,A,2022-05-05T00:00:00.000
50033660,RUSTY'S FLAVOR,Manhattan,2261,ADAM CLAYTON POWELL JR BOULEVARD,,2123683403,Caribbean,2024-07-09T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",24.0,,
50001856,DUNKIN,Manhattan,2103,FREDERICK DOUGLASS BOULEVARD,,2122806414,Donuts,2025-01-30T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",12.0,A,2025-01-30T00:00:00.000
50105466,LE PAIN QUOTIDIEN,Manhattan,41,W 40TH ST,10018,6462767589,Other,2022-01-06T00:00:00.000,No violations were recorded at the time of this inspection.,Not Applicable,2025-02-23T06:00:12.000,Pre-permit (Operational) / Initial Inspection,40.753069376416,-73.983880673157,105.0,4.0,8400.0,,1.0,MN17,,,0.0,,
50103157,Ouaga,Manhattan,2280,ADAM CLAYTON POWELL JR BOULEVARD,,9174637042,Bottled Beverages,2021-12-15T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,0.0,0.0,,,,,1.0,,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",11.0,A,2021-12-15T00:00:00.000
41606171,IHOP,Manhattan,235237,EAST   14 STREET,,2123881499,Pancakes/Waffles,2023-10-24T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,04L,Evidence of mice or live mice in establishment's food or non-food areas.,12.0,A,2023-10-24T00:00:00.000
50077763,HARLEM HOPS,Manhattan,2268,ADAM CLAYTON POWELL JR BOULEVARD,,6469983444,American,2023-10-13T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,9.0,A,2023-10-13T00:00:00.000
50075461,POPEYES,Manhattan,2300,ADAM CLAYTON POWELL JR BOULEVARD,,6463689765,Chicken,2023-10-03T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",12.0,A,2023-10-03T00:00:00.000
41032752,DONs BOGAM,Manhattan,1517,EAST   32 STREET,,2126832200,Korean,2025-02-19T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,02B,Hot TCS food item not held at or above 140 °F.,13.0,A,2025-02-19T00:00:00.000
50123693,BIRRIA LES TACOS,Manhattan,34.5,SAINT MARKS PL,,9173611017,Mexican,2022-08-17T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,0.0,0.0,,,,,1.0,,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",8.0,A,2022-08-17T00:00:00.000
41541587,"SEATTLE COFFEE ROASTERS, PIER 79, NY WATERWAY",Manhattan,PIER 79,W 38TH ST,10018,9175363918,American,2022-04-14T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.75191947312,-73.984996220221,105.0,4.0,8400.0,,1.0,MN17,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,6.0,A,2022-04-14T00:00:00.000
50114985,FOX HARLEM,Manhattan,2224,FREDERICK DOUGLASS BOULEVARD,,9174477810,American,2024-07-29T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",13.0,A,2024-07-29T00:00:00.000
50099411,BOARDROOM KITCHEN,Manhattan,20,ROCKERFELLER PLZ,,9173999332,American,2022-06-03T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,0.0,0.0,,,,,1.0,,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,37.0,,
41606171,IHOP,Manhattan,235237,EAST   14 STREET,,2123881499,Pancakes/Waffles,2024-12-16T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",22.0,,
50107047,KING BARKA,Manhattan,2733,FREDERICK DOUGLASS BOULEVARD,,3476418572,Caribbean,2024-07-02T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,65.0,,
40550765,ARETSKY'S PATROON,Manhattan,158160,EAST   46 STREET,,2128837373,American,2022-07-19T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",12.0,A,2022-07-19T00:00:00.000
40741728,WALLSE RESTAURANT,Manhattan,342344,WEST 11 STREET,,2123522300,German,2023-05-02T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",18.0,,
50131829,WEST RICE ROLL KING,Manhattan,124C,HESTER ST,10002,3477712031,Chinese,2023-10-11T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Re-inspection,40.717053592229,-73.994758469144,103.0,1.0,1600.0,,1.0,MN27,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",5.0,A,2023-10-11T00:00:00.000
40711561,MA SMITH'S DESSERT CAFE,Manhattan,2380,ADAM CLAYTON POWELL BOULEVARD,,2122342344,Bakery Products/Desserts,2022-02-18T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",5.0,A,2022-02-18T00:00:00.000
41109381,DOMINO'S,Manhattan,2554,ADAM CLAYTON POWELL JR BOULEVARD,,2122831100,Pizza,2022-03-09T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,21.0,B,2022-03-09T00:00:00.000
50001854,DUNKIN,Manhattan,2264,FREDERICK DOUGLASS BOULEVARD,,6465978172,Donuts,2023-03-21T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Administrative Miscellaneous / Re-inspection,0.0,0.0,,,,,1.0,,19-10,Failure to display required signage about plastic straw availability.,,,
50080375,DILL & PARSLEY,Manhattan,1155,AVE AMERICAS,,9173403430,Mediterranean,2022-06-16T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",0.0,,
50148774,POKE INN,Manhattan,357,W 49TH ST,10019,6462873817,Hawaiian,2024-04-30T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,40.762251095842,-73.987957564769,104.0,3.0,12700.0,,1.0,MN15,04L,Evidence of mice or live mice in establishment's food or non-food areas.,35.0,,
50034302,WAFELS AND DINGES,Manhattan,41,W 40TH ST,10018,9179918310,Bakery Products/Desserts,2022-07-13T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.753069376416,-73.983880673157,105.0,4.0,8400.0,,1.0,MN17,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,17.0,,
40654318,BATEAUX NEW YORK,Manhattan,62,WEST 23 STREET - CHELSEA PIER,,2127277735,American,2019-06-13T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11.0,A,2019-06-13T00:00:00.000
50034742,BLUJEEN,Manhattan,2143,FREDERICK DOUGLASS BOULEVARD,,2122561073,American,2020-02-05T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,29.0,C,2020-02-05T00:00:00.000
40682609,VIA BRASIL,Manhattan,3436,WEST   46 STREET,,2129971158,Brazilian,2023-01-06T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",12.0,A,2023-01-06T00:00:00.000
50017524,MESS HALL,Manhattan,2194,FRDRCK DGLS BLVD,,6466923098,American,2024-10-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",12.0,A,2024-10-23T00:00:00.000
50126220,HARLEM CAFE,Manhattan,2259,ADAM CLAYTON POWELL JR BOULEVARD,,3472329231,American,2024-07-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",36.0,,
50119329,DD SOUP DUMPLING,Manhattan,321A,W 42ND ST,10036,2127571820,Asian/Asian Fusion,2024-08-15T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Compliance Inspection,40.757582509966,-73.990618678955,104.0,3.0,12100.0,,1.0,MN15,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",63.0,,
50002693,B&W DELI GROCERY,Manhattan,373,west 34th st,10001,9173882601,American,2022-08-22T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.752985326729,-73.9953475625,104.0,3.0,11100.0,,1.0,MN13,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,24.0,,
50101722,UNITED FRIED CHICKEN,Manhattan,2519,ADAM CLAYTON POWELL JR BOULEVARD,,7182246030,Chicken,2023-10-12T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",18.0,,
40825908,POLANCO RESTAURANT BBQ,Manhattan,2421,ADAM CLAYTON POWELL JR B,,2128621090,Latin American,2022-02-09T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",20.0,,
40682609,VIA BRASIL,Manhattan,3436,WEST   46 STREET,,2129971158,Brazilian,2022-03-09T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,18.0,,
50157102,BLUE BOTTLE COFFEE,Manhattan,441,8TH AVE,10001,5106533394,Coffee/Tea,2024-09-16T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,40.751234115497,-73.994163853444,104.0,3.0,10300.0,,1.0,MN13,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",11.0,A,2024-09-16T00:00:00.000
41203533,GREAT TASTE BAKERY,Manhattan,3335,CATHERINE STREET,,6466424110,Bakery Products/Desserts,2024-05-13T00:00:00.000,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",49.0,,
50047192,TROPICAL GRILL RESTAURANT,Manhattan,2145-2151,ADAM CLAYTON POWEL BLVD,,2125310233,Latin American,2021-11-17T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",0.0,,
50136297,PATISSERIE DES AMBASSADES,Manhattan,2200,FRDRCK DGLS BLVD,,7577549410,African,2024-01-30T00:00:00.000,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,0.0,0.0,,,,,1.0,,03I,"Juice packaged on premises with no or incomplete label, no warning statement",71.0,,
50081239,PATRICK'S PLACE,Manhattan,2835,FREDERICK DOUGLASS BOULEVARD,,2124917800,Caribbean,2022-10-27T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",11.0,A,2022-10-27T00:00:00.000
